media0,media1,media2,media3,media4,media5,media6,media7,media8,media9,media10,media11,media12,desvio0,desvio1,desvio2,desvio3,desvio4,desvio5,desvio6,desvio7,desvio8,desvio9,desvio10,desvio11,desvio12,classe
3.360512,-2.974617,2.403461,-0.893619,-0.155552,-0.360724,0.310579,-0.376502,0.268882,0.143864,0.346591,-0.326183,-0.190044,3.864853,2.916782,2.663574,0.858001,0.434807,0.543458,0.615080,0.476028,0.612065,0.489135,0.641940,0.353048,0.314025,jackhammer
2.741879,-3.079834,2.590755,-0.979160,0.254206,-0.290364,0.574360,-0.269082,0.302039,0.163632,0.183419,-0.405229,-0.271987,3.259187,2.928314,2.905256,0.796818,0.653626,0.343252,0.921854,0.373011,0.703109,0.554601,0.573963,0.391603,0.327369,jackhammer
2.950953,-2.616277,2.896010,-0.901265,0.181538,-0.262201,0.496465,-0.249482,0.266465,0.128318,0.083957,-0.364161,-0.130212,3.289231,2.587851,3.066715,0.851676,0.507800,0.366931,0.729684,0.361922,0.521346,0.414277,0.381864,0.412166,0.325257,jackhammer
3.138037,-2.478522,2.967908,-0.767941,0.220731,-0.254429,0.374810,-0.279536,0.320426,0.339675,0.057705,-0.468775,-0.059950,3.428817,2.508766,3.065394,0.819969,0.498162,0.441360,0.567886,0.420075,0.538443,0.585123,0.363312,0.550741,0.283878,jackhammer
3.848651,-2.395022,2.621774,-0.823304,0.157543,-0.225108,0.350020,-0.333267,0.274456,0.497653,0.019122,-0.491022,-0.040009,4.197780,2.456222,2.726679,0.902095,0.515785,0.470394,0.562656,0.513763,0.523444,0.659458,0.378755,0.581267,0.323136,jackhammer
2.595801,-2.920967,2.467947,-1.147378,0.379292,-0.622934,0.570093,-0.306961,0.310866,0.455507,0.358396,-0.213977,-0.166847,2.993657,2.821490,2.683492,1.069672,0.729696,0.633735,0.826208,0.404942,0.578979,0.731344,0.603434,0.369478,0.341272,jackhammer
2.267465,-2.682964,2.820982,-0.991642,0.672139,-0.483333,0.425555,-0.322838,0.315809,0.418916,0.294688,-0.361505,-0.246196,2.708081,2.492914,3.116696,0.837911,1.023787,0.464530,0.749687,0.384493,0.652239,0.757983,0.627400,0.380124,0.330042,jackhammer
2.057372,-2.420738,3.058072,-0.871668,0.860439,-0.573503,0.438335,-0.479040,0.355114,0.241983,0.154606,-0.434320,-0.331907,2.548731,2.183537,3.429554,0.651677,1.275754,0.454806,0.847360,0.408157,0.780246,0.667438,0.593290,0.357528,0.347194,jackhammer
2.346999,-2.068644,3.127956,-0.948145,0.862503,-0.709837,0.452117,-0.491621,0.312472,0.201341,0.056705,-0.462898,-0.386427,2.928250,1.793111,3.556363,0.678102,1.318152,0.478663,0.907267,0.373933,0.790559,0.679409,0.548248,0.367415,0.334006,jackhammer
2.745268,-1.707230,3.135104,-1.026268,0.691803,-0.683611,0.334246,-0.385202,0.178638,0.334321,0.054240,-0.380489,-0.256135,3.156816,1.565980,3.431516,0.869169,1.024294,0.620919,0.691163,0.378606,0.558734,0.687103,0.444721,0.382613,0.338513,jackhammer
3.075172,-1.633818,3.176225,-1.084363,0.631819,-0.583659,0.324818,-0.351465,0.311201,0.584781,0.095901,-0.262004,-0.134467,3.363582,1.592227,3.353245,1.022412,0.854161,0.666090,0.569095,0.447011,0.576534,0.797467,0.393869,0.363641,0.289691,jackhammer
3.606002,-1.881534,3.111690,-1.083189,0.655023,-0.315030,0.444108,-0.421911,0.400456,0.697650,0.202187,-0.134348,-0.137199,3.981433,1.824778,3.291664,1.026814,0.884517,0.510832,0.702121,0.535570,0.650077,0.897295,0.483510,0.327053,0.301494,jackhammer
-1.093594,-2.835903,1.290540,-0.496963,-0.200895,-0.388763,0.820186,0.045510,0.765733,-0.114475,-0.141231,-0.322052,-0.032305,1.416794,2.897792,1.549135,0.595378,0.348982,0.484191,0.916122,0.305306,0.860014,0.449584,0.297602,0.427132,0.274469,jackhammer
-3.041473,-3.773552,1.233724,-0.037912,0.627611,-0.480959,0.978824,0.110414,0.589585,-0.460364,-0.429544,-0.199284,0.549519,3.675667,4.426108,1.001874,0.803601,0.653278,1.107790,0.568446,0.553649,0.384655,1.077839,1.052983,0.809172,0.363681,jackhammer
-1.728524,-3.933571,1.085428,-0.422327,0.462351,0.258400,1.079313,-0.191204,0.178645,-0.816886,0.033289,-0.261575,0.323498,2.420101,4.359986,1.240788,0.916760,0.384602,0.427975,0.890315,0.607032,0.364249,1.208300,0.651500,0.676148,0.339315,jackhammer
-1.978969,-3.901165,1.013079,-0.450048,0.258889,0.145065,1.171679,-0.208661,0.201224,-0.425960,-0.111787,-0.238520,0.281648,2.547144,4.273035,1.113354,0.920271,0.437339,0.442149,0.996630,0.565795,0.383757,0.776170,0.617461,0.626094,0.318454,jackhammer
-1.694184,-3.608743,1.070444,-0.370376,-0.074001,-0.183803,0.863361,-0.211110,0.263491,-0.445491,-0.025494,-0.113388,0.205716,2.251491,3.892433,1.185499,0.793439,0.540945,0.556464,0.784543,0.515333,0.330915,0.732539,0.512644,0.508547,0.311883,jackhammer
-1.966895,-3.914328,1.032563,-0.495177,0.496391,0.269058,1.137861,-0.249393,0.157920,-0.857709,-0.030581,-0.194820,0.419570,2.645501,4.436065,1.155178,1.088568,0.339579,0.421807,0.878512,0.745204,0.392710,1.327748,0.697566,0.669198,0.288996,jackhammer
-1.877738,-3.983141,1.022183,-0.493044,0.512245,0.289044,1.169813,-0.187168,0.128899,-0.930040,-0.064717,-0.211679,0.394225,2.557606,4.481656,1.178958,1.052580,0.349644,0.435159,0.918214,0.658797,0.397226,1.373172,0.722717,0.668393,0.291672,jackhammer
-2.169431,-3.242249,1.134315,-0.011477,0.143418,-0.302375,0.530270,-0.511100,0.442784,-0.346039,0.186407,-0.085791,0.372550,2.730525,3.751643,1.144804,0.581880,0.508608,0.749021,0.455792,0.947301,0.345326,0.791178,0.490276,0.556751,0.384320,jackhammer
-2.337828,-3.211210,0.959946,-0.597606,0.141795,-0.293462,0.734584,-0.113970,0.625363,-0.314104,0.074566,-0.034481,0.309151,2.812576,3.605658,1.047433,1.025731,0.430008,0.672683,0.610304,0.545401,0.438475,0.682897,0.409890,0.456556,0.389097,jackhammer
-1.291084,-2.774578,1.355884,-0.271871,0.267695,-0.164754,0.594764,-0.285973,0.644140,-0.322463,-0.335057,-0.439576,0.099018,1.852530,2.993406,1.549686,0.586934,0.408086,0.469636,0.639690,0.532090,0.671742,0.531143,0.532903,0.643653,0.401028,jackhammer
-1.898781,-3.252694,1.160743,0.119987,0.640090,-0.269179,0.743098,0.019809,0.604498,-0.511933,-0.254629,-0.188286,0.288735,2.336139,3.644294,1.136834,0.631042,0.566720,0.680019,0.616097,0.457273,0.471468,0.870151,0.705055,0.584898,0.357797,jackhammer
-1.945293,-3.177925,1.087153,-0.194166,0.653126,-0.197268,0.617885,-0.016504,0.517169,-0.637690,-0.261324,-0.075575,0.385771,2.441967,3.646574,1.061037,0.852683,0.467601,0.714154,0.430637,0.528939,0.351661,1.093668,0.758535,0.574668,0.340029,jackhammer
-2.043590,-3.182302,1.059125,-0.262297,0.750372,-0.119801,0.641863,-0.099564,0.476449,-0.670296,-0.279082,-0.017421,0.363215,2.497717,3.632296,1.031564,0.873135,0.543129,0.661825,0.467627,0.568985,0.349351,1.086529,0.739484,0.519435,0.366397,jackhammer
-2.532951,-3.311399,1.289472,0.182710,0.767368,-0.267519,0.501614,-0.490101,0.311280,-0.416731,-0.231094,-0.146447,0.260380,2.964140,3.684023,1.407377,0.465122,0.677949,0.631367,0.429233,0.830323,0.284498,0.742859,0.572435,0.529082,0.341249,jackhammer
-1.729281,-2.744812,1.621895,0.323903,0.463429,-0.255245,0.388589,-0.526803,0.423394,-0.393488,-0.278129,-0.308104,0.209520,2.390553,3.053466,1.631621,0.512259,0.525083,0.623998,0.357792,0.811918,0.366784,0.671181,0.588698,0.619940,0.345217,jackhammer
-1.584297,-2.672915,1.594931,0.150731,0.248889,-0.300698,0.488225,-0.393448,0.457115,-0.394863,-0.316387,-0.251283,0.256568,2.319246,3.023626,1.565637,0.487166,0.463026,0.673619,0.398803,0.748978,0.359354,0.715006,0.634438,0.594891,0.330798,jackhammer
-1.750240,-2.601553,1.475017,0.319238,0.451324,-0.177889,0.374189,-0.595943,0.441927,-0.304995,-0.172465,-0.276523,0.292625,2.521645,2.997828,1.489499,0.535771,0.491212,0.607961,0.338908,0.953150,0.355279,0.691549,0.555794,0.677211,0.375678,jackhammer
-2.450438,-3.530067,1.189121,-0.194708,0.508466,-0.525272,0.685417,-0.177548,0.455416,-0.224572,-0.200573,-0.380781,0.177807,2.806915,3.827316,1.314601,0.608687,0.528163,0.815933,0.701581,0.512962,0.465849,0.569792,0.503641,0.675204,0.408694,jackhammer
-1.781690,-3.737514,1.035856,-0.505286,0.302201,-0.387179,0.692973,-0.097532,0.590626,-0.421772,-0.142978,-0.257692,0.181060,2.246245,4.018544,1.209740,0.852442,0.402454,0.676538,0.724111,0.461334,0.626546,0.702338,0.473729,0.590062,0.312768,jackhammer
-1.688783,-3.743775,1.071780,-0.553866,0.326948,-0.350215,0.679415,-0.083419,0.544544,-0.414908,-0.088790,-0.255723,0.157218,2.142959,3.997461,1.267662,0.861368,0.417461,0.629039,0.729394,0.433523,0.616787,0.667315,0.408011,0.570522,0.282359,jackhammer
-2.048961,-3.701441,0.929385,-0.529504,0.425240,-0.456806,0.637553,-0.002666,0.708117,-0.416093,-0.203547,-0.351827,0.155447,2.426585,3.958742,1.158484,0.851676,0.449377,0.695422,0.710874,0.389497,0.676404,0.675024,0.539862,0.618779,0.316838,jackhammer
-1.995112,-3.738127,0.850640,-0.496880,0.460297,-0.480957,0.599694,0.035714,0.651282,-0.454454,-0.102535,-0.277456,0.198235,2.400086,4.040789,1.080620,0.860239,0.456130,0.773507,0.669333,0.376909,0.581856,0.746672,0.519730,0.599269,0.317322,jackhammer
-1.955954,-3.794766,0.820906,-0.454545,0.516977,-0.476177,0.567114,-0.018279,0.647679,-0.478709,-0.122006,-0.183545,0.238777,2.389117,4.144584,1.034139,0.850357,0.450506,0.816497,0.621408,0.445893,0.545873,0.797286,0.542530,0.537483,0.318668,jackhammer
-2.480455,-3.538175,1.690452,-0.201883,0.718405,-0.282603,0.622360,-0.285057,0.205358,-0.233342,-0.058532,-0.021814,0.406477,3.385196,4.241922,1.544745,0.844610,0.533007,0.826838,0.523171,0.830686,0.381220,0.765942,0.716132,0.578645,0.396758,jackhammer
-2.890674,-3.856115,1.638704,-0.352963,0.676320,-0.409684,0.538138,-0.324108,0.235389,-0.209440,-0.095703,-0.021133,0.498644,3.599781,4.534648,1.363550,0.988912,0.467360,0.968242,0.415360,0.937003,0.417009,0.813671,0.804732,0.621774,0.369068,jackhammer
-2.066334,-3.480926,1.968334,-0.282015,1.040942,-0.258076,0.160858,-0.286152,0.360677,-0.437497,-0.135491,-0.098833,0.282664,2.788501,4.018637,1.856509,0.718641,1.005585,0.651391,0.559164,0.683746,0.313901,0.807716,0.530231,0.557716,0.305559,jackhammer
-1.407137,-3.426441,1.731823,-0.274458,0.765529,-0.102810,0.445866,-0.320430,0.399359,-0.363018,-0.173526,-0.189881,0.189876,2.301198,3.884653,1.793792,0.697812,0.781695,0.486525,0.640723,0.664713,0.411831,0.657205,0.525500,0.567211,0.313126,jackhammer
-1.952967,-3.438875,1.824126,-0.154939,0.699073,-0.350539,0.509603,-0.402635,0.370539,-0.231607,-0.100371,-0.214336,0.374232,2.653864,4.020343,1.681398,0.693662,0.537125,0.798324,0.541042,0.870672,0.437938,0.724886,0.592488,0.701284,0.309350,jackhammer
-1.820313,-3.521988,2.015729,-0.215455,0.738171,-0.218992,0.427726,-0.446128,0.264544,-0.242372,-0.138736,-0.193249,0.320538,2.603093,4.090809,1.904028,0.674578,0.620487,0.660215,0.465517,0.851360,0.419892,0.663578,0.556971,0.650283,0.305173,jackhammer
-1.981395,-3.440281,2.138599,-0.261873,0.811750,-0.176950,0.418542,-0.451831,0.224122,-0.255388,-0.138493,-0.186236,0.278904,2.699602,3.970845,2.056757,0.684004,0.712874,0.565084,0.411963,0.802873,0.374463,0.619609,0.508560,0.583314,0.275585,jackhammer
-2.064964,-3.270210,1.353380,0.013382,0.541978,-0.330856,0.556241,-0.311023,0.311591,-0.534100,-0.080786,-0.121090,0.530632,2.789318,3.903141,1.173127,0.702257,0.389345,0.951368,0.423005,0.906842,0.399700,1.117912,0.752695,0.746472,0.332705,jackhammer
-1.982474,-3.194742,1.403388,-0.074472,0.521366,-0.386270,0.483569,-0.311918,0.343810,-0.632218,0.010206,-0.116465,0.523626,2.701138,3.826424,1.229650,0.756052,0.392257,0.992448,0.407302,0.895700,0.344315,1.197338,0.665006,0.715422,0.355498,jackhammer
-2.962804,-3.373774,1.464405,-0.263351,0.644403,-0.533812,0.868520,-0.031399,0.423258,-0.120690,-0.390466,-0.198275,0.243727,3.344730,3.728107,1.420298,0.753390,0.587589,0.880294,0.760951,0.473190,0.375664,0.488446,0.724539,0.567352,0.380579,jackhammer
-2.096737,-3.417118,1.267153,-0.084031,0.406570,-0.232628,0.780358,-0.311721,0.171756,-0.432718,-0.164368,-0.100127,0.383977,2.636172,3.907176,1.201851,0.716250,0.481111,0.721277,0.572372,0.761405,0.371944,0.882830,0.643142,0.596817,0.341571,jackhammer
-1.757354,-3.680630,1.558263,-0.102718,0.822976,0.112539,0.649403,-0.472228,0.264128,-0.613900,-0.320976,-0.157029,0.443838,2.785577,4.531405,1.415461,0.790277,0.535410,0.632159,0.484720,1.016579,0.416263,1.100971,0.818528,0.681951,0.355700,jackhammer
-2.295961,-3.863985,1.531135,-0.370633,0.756114,0.055545,0.744777,-0.452859,0.217752,-0.642560,-0.366458,-0.293678,0.637297,3.115117,4.774564,1.119957,1.084753,0.379143,0.839875,0.449113,1.135176,0.533263,1.316458,1.048617,0.982945,0.353482,jackhammer
-1.999837,-3.959958,1.472007,-0.404268,0.878899,0.105237,0.757396,-0.464043,0.053730,-0.579563,-0.366859,-0.253894,0.567711,2.767363,4.798507,1.151186,1.053228,0.456954,0.783174,0.488862,1.074572,0.603718,1.182485,0.996258,0.869907,0.314119,jackhammer
-2.000964,-3.973223,1.546818,-0.424268,0.921486,0.105960,0.737868,-0.398853,0.030413,-0.572086,-0.396584,-0.225575,0.631068,2.828980,4.854811,1.172294,1.121689,0.465807,0.820104,0.443749,1.079339,0.684713,1.240359,1.074019,0.904079,0.322559,jackhammer
-1.932817,-4.012177,1.567235,-0.435400,0.851224,0.184545,0.785958,-0.363403,0.053344,-0.659998,-0.383540,-0.225340,0.728147,2.865329,4.963875,1.142339,1.232779,0.440174,0.808626,0.439943,1.142158,0.747761,1.423493,1.152643,1.002492,0.333402,jackhammer
-1.849587,-3.963843,1.587170,-0.465051,0.805008,0.300541,0.881157,-0.381849,0.065532,-0.729994,-0.368609,-0.278035,0.739061,2.837296,4.919452,1.173579,1.269183,0.457957,0.696608,0.457373,1.167712,0.741927,1.502950,1.153475,1.068654,0.293899,jackhammer
-2.328093,-3.393502,1.351234,-0.031646,0.508463,-0.448225,0.837141,-0.172687,0.640507,-0.225483,0.013574,-0.370684,0.037769,2.599197,3.528318,1.492121,0.485226,0.594035,0.606387,0.872500,0.416295,0.711721,0.434331,0.403886,0.595842,0.353325,jackhammer
-2.118644,-3.517082,1.393035,-0.142212,0.480219,-0.313851,0.812063,-0.235359,0.474475,-0.292669,-0.017458,-0.487089,-0.032646,2.429705,3.585276,1.605444,0.430609,0.619057,0.449814,0.919172,0.418353,0.667493,0.447561,0.395584,0.627899,0.326137,jackhammer
-1.852301,-3.566365,1.375029,-0.104572,0.393017,-0.201446,0.779898,-0.316548,0.309612,-0.478075,-0.026275,-0.443686,0.150593,2.349668,3.821934,1.448755,0.481847,0.457510,0.511830,0.720327,0.588859,0.439346,0.709839,0.397279,0.712571,0.380513,jackhammer
-2.144229,-3.426992,1.074963,-0.412633,0.204771,-0.503984,0.873558,0.100559,0.735175,-0.249914,-0.421013,-0.373105,0.353535,2.612796,3.873838,0.962146,0.895895,0.397941,0.989953,0.627374,0.406692,0.502174,0.708544,0.840803,0.781742,0.346362,jackhammer
-1.530860,-2.695267,1.509253,-0.261937,0.191959,-0.289394,0.845761,-0.006191,0.767730,-0.134843,-0.215011,-0.434175,-0.032011,1.868979,2.777886,1.771264,0.562929,0.480111,0.567742,0.969877,0.458777,0.916181,0.385941,0.398888,0.510800,0.325293,jackhammer
-1.539658,-2.650951,1.464780,-0.247597,0.093928,-0.447317,0.635049,0.102940,0.976836,-0.135857,-0.213753,-0.521760,-0.095821,1.787528,2.665867,1.776469,0.427331,0.375506,0.543009,0.845379,0.471262,1.145023,0.357384,0.351159,0.532058,0.301087,jackhammer
-2.166816,-2.887358,1.313126,-0.094227,0.370690,-0.152043,0.869605,-0.146509,0.527268,-0.306657,-0.031352,-0.171909,0.303485,2.641751,3.285777,1.252040,0.618294,0.394026,0.647125,0.710816,0.556690,0.488459,0.712591,0.531988,0.583404,0.397907,jackhammer
-1.677769,-2.848720,1.641468,0.037526,0.278708,-0.100364,0.708181,-0.122077,0.662099,-0.383917,-0.183286,-0.197646,0.204753,2.323404,3.174850,1.680891,0.423884,0.320056,0.522912,0.612949,0.525968,0.544079,0.679408,0.520882,0.495382,0.272432,jackhammer
-1.784228,-2.864074,1.492554,0.033127,0.249735,-0.234573,0.766323,-0.203342,0.629492,-0.533074,-0.268392,-0.330098,0.146979,2.361637,3.145572,1.613329,0.435549,0.373514,0.614320,0.708018,0.599121,0.563560,0.761983,0.533507,0.573771,0.350671,jackhammer
-1.503300,-2.865255,1.841654,0.140670,0.153510,-0.180567,0.327081,-0.825854,0.558115,-0.267226,0.137578,0.162319,0.512737,2.334811,3.519328,1.587761,0.612930,0.531746,0.815726,0.438797,1.389918,0.317175,0.889534,0.523684,0.464760,0.273050,jackhammer
-1.499715,-2.796896,1.735990,0.017142,0.109562,-0.249519,0.274534,-0.741476,0.528921,-0.239980,0.124549,0.116806,0.539962,2.341732,3.469706,1.487683,0.688365,0.575850,0.880151,0.455848,1.340664,0.336893,0.897396,0.556839,0.538521,0.312203,jackhammer
-1.473734,-2.642309,1.604208,-0.041693,0.078294,-0.371662,0.157072,-0.664667,0.474266,-0.274867,0.208103,0.158118,0.531651,2.307554,3.300151,1.365571,0.715915,0.569235,0.985904,0.556498,1.258641,0.339594,0.904660,0.557341,0.524269,0.309952,jackhammer
-1.480654,-2.825612,1.472336,-0.148908,0.098707,-0.363766,0.153830,-0.621651,0.251953,-0.398530,0.266311,0.121696,0.663412,2.382259,3.612183,1.091542,0.951491,0.675711,1.092557,0.653749,1.340806,0.519257,1.123640,0.581907,0.629125,0.296336,jackhammer
-2.023145,-3.059648,1.441581,0.097409,0.103029,-0.560053,0.397039,-0.309914,0.635347,-0.334600,0.053777,0.016357,0.701327,2.898006,3.871152,1.080687,0.769976,0.709471,1.328142,0.545208,1.070623,0.391084,1.098750,0.731964,0.762921,0.358149,jackhammer
-2.083517,-3.005021,1.405419,0.022969,0.213348,-0.466492,0.273695,-0.419900,0.598290,-0.428643,0.053015,0.073966,0.588853,2.846186,3.717617,1.118859,0.741797,0.520068,1.118160,0.520269,1.078597,0.404597,1.102760,0.658120,0.618018,0.331922,jackhammer
-1.876932,-2.849805,1.388874,0.022757,0.231454,-0.424347,0.175818,-0.559127,0.548495,-0.441673,0.126069,0.159369,0.625600,2.676848,3.608144,1.105221,0.761522,0.532284,1.111941,0.608684,1.242335,0.381894,1.156602,0.621151,0.582263,0.312055,jackhammer
-2.504972,-3.706434,1.626362,-0.175704,0.617266,-0.295925,0.717458,-0.327629,0.225796,-0.260648,-0.038643,-0.008736,0.578299,3.309403,4.464005,1.320592,0.903290,0.419925,0.961327,0.430893,0.980252,0.470310,0.906363,0.829114,0.730164,0.431407,jackhammer
-2.061796,-3.645192,1.659962,-0.382673,1.025474,-0.091305,0.785541,-0.240470,0.186244,-0.217495,0.093731,0.234474,0.488107,2.899902,4.402654,1.382146,0.957806,0.711739,0.672020,0.484742,0.810066,0.434226,0.804301,0.652286,0.481269,0.353571,jackhammer
-2.238190,-3.444885,1.467744,-0.559422,0.738902,-0.324112,0.528717,-0.190553,0.413598,-0.171279,-0.039781,0.044990,0.377250,2.935494,4.074127,1.384200,1.046490,0.588239,0.788188,0.431310,0.667721,0.287539,0.631669,0.616744,0.523246,0.336741,jackhammer
-0.566074,-2.902627,1.337624,-0.266406,-0.055643,-0.271210,0.599684,-0.188977,0.621009,-0.203109,-0.124918,-0.289056,-0.025771,1.393729,3.095016,1.568627,0.566752,0.419592,0.482375,0.746436,0.413097,0.776152,0.439629,0.304659,0.419522,0.330753,jackhammer
-0.653753,-2.895412,1.254819,-0.401671,-0.294828,-0.336722,0.578903,-0.069378,0.765648,-0.169564,-0.119531,-0.329340,-0.078099,1.141353,2.902871,1.535740,0.452650,0.361159,0.426108,0.741488,0.322956,0.884604,0.431435,0.270326,0.411866,0.269873,jackhammer
-0.656662,-2.894120,1.157867,-0.422948,-0.374450,-0.280711,0.648660,0.004751,0.768660,-0.188912,-0.122517,-0.314590,-0.052766,1.121644,2.930452,1.444508,0.504426,0.423157,0.381302,0.769905,0.300750,0.863709,0.460021,0.298108,0.424785,0.284897,jackhammer
-0.669643,-2.891094,1.137444,-0.514781,-0.356373,-0.366653,0.693943,0.017989,0.735530,-0.146563,-0.144006,-0.333288,-0.035901,1.185931,2.958368,1.423564,0.599763,0.441427,0.458134,0.792210,0.280959,0.823701,0.445865,0.311210,0.443210,0.273609,jackhammer
-0.736259,-2.934822,1.117375,-0.532734,-0.301945,-0.415227,0.755984,0.023626,0.750442,-0.137303,-0.153491,-0.348222,-0.051362,1.171845,2.986729,1.427853,0.589046,0.403335,0.480307,0.869852,0.286963,0.849734,0.460760,0.301266,0.435218,0.273963,jackhammer
-0.716971,-3.004138,1.144159,-0.579447,-0.268689,-0.437872,0.776798,0.025439,0.742944,-0.137414,-0.161725,-0.329204,-0.054239,1.142383,3.042589,1.438066,0.651571,0.382781,0.511007,0.902625,0.307277,0.849714,0.424115,0.289395,0.410925,0.262471,jackhammer
-0.455773,-2.901802,1.263314,-0.493273,-0.123713,-0.392690,0.766685,-0.043383,0.581432,-0.149709,-0.160519,-0.296940,-0.045125,1.404647,3.008030,1.536374,0.790439,0.420236,0.572158,0.903620,0.312565,0.745356,0.416302,0.301223,0.408916,0.276448,jackhammer
-1.932880,-3.741960,1.523013,-0.226344,0.529590,-0.298675,0.667551,-0.345399,0.215987,-0.293783,-0.064203,-0.037906,0.547339,2.883076,4.510226,1.281938,0.941995,0.433363,0.942787,0.448967,0.975997,0.461287,0.908795,0.824037,0.731966,0.439400,jackhammer
-2.354340,-3.937070,1.326418,-0.411990,0.569989,-0.521530,0.667931,-0.375049,0.217599,-0.251813,-0.055408,0.038866,0.568764,3.145664,4.670020,1.075199,1.096771,0.391086,1.150031,0.397760,1.010224,0.482090,0.894120,0.838158,0.658994,0.447008,jackhammer
-1.736233,-3.530529,1.429398,-0.642872,0.792282,-0.276143,0.470124,-0.172216,0.441078,-0.196919,-0.078669,0.062352,0.370935,2.505517,4.154025,1.349090,1.105054,0.625402,0.744472,0.435254,0.662610,0.290139,0.652987,0.650828,0.515363,0.336431,jackhammer
-1.694314,-3.495775,1.490567,-0.569799,0.973804,-0.191565,0.565002,-0.157946,0.387168,-0.261790,-0.072317,0.124288,0.410314,2.519164,4.169139,1.335677,1.068318,0.749719,0.697983,0.451225,0.662536,0.336073,0.755352,0.669181,0.504136,0.353851,jackhammer
-1.748490,-3.634912,1.466158,-0.474380,1.005854,-0.122073,0.709321,-0.236209,0.197745,-0.263174,-0.000765,0.191231,0.486399,2.599922,4.394547,1.224854,1.044271,0.696883,0.704517,0.471158,0.808210,0.446993,0.828150,0.700937,0.496623,0.380308,jackhammer
-1.722585,-3.795640,1.506163,-0.470851,0.953400,-0.131039,0.750182,-0.271655,0.149425,-0.224970,0.068391,0.239113,0.477656,2.593238,4.539344,1.260644,1.031401,0.662473,0.697562,0.476261,0.829406,0.441783,0.792371,0.662683,0.469468,0.355827,jackhammer
-2.494221,-4.042111,1.336274,-0.592252,0.601817,-0.544376,0.540660,-0.351731,0.298518,-0.203525,-0.048488,0.134361,0.535527,3.230499,4.753916,1.084885,1.226666,0.376898,1.140126,0.340020,0.952209,0.407184,0.820672,0.784814,0.542056,0.454472,jackhammer
-2.605556,-4.109318,1.364576,-0.590168,0.611197,-0.445254,0.485034,-0.309775,0.381224,-0.154713,-0.076631,0.162799,0.533716,3.320656,4.837897,1.073407,1.218330,0.387059,1.048099,0.359014,0.915835,0.342007,0.780581,0.774632,0.526836,0.435217,jackhammer
